year,population,violent_crime,homicide,robbery,aggravated_assault,property_crime,burglary,larceny,motor_vehicle_theft,rape,month
2018,326687501,2046,26,459,1325,11795,2017,8549,1228,234,1
2018,326687501,2046,26,459,1325,11795,2017,8549,1228,234,2
2018,326687501,2046,26,459,1325,11795,2017,8549,1228,234,3
2018,326687501,2046,26,459,1325,11795,2017,8549,1228,234,4
2018,326687501,2046,26,459,1325,11795,2017,8549,1228,234,5
2018,326687501,2046,26,459,1325,11795,2017,8549,1228,234,6
2018,326687501,2046,26,459,1325,11795,2017,8549,1228,234,7
2018,326687501,2046,26,459,1325,11795,2017,8549,1228,234,8
2018,326687501,2046,26,459,1325,11795,2017,8549,1228,234,9
2018,326687501,2046,26,459,1325,11795,2017,8549,1228,234,10
2018,326687501,2046,26,459,1325,11795,2017,8549,1228,234,11
2018,326687501,2046,26,459,1325,11795,2017,8549,1228,234,12
2019,328329953,2043,27,438,1343,11430,1826,8418,1184,234,1
2019,328329953,2043,27,438,1343,11430,1826,8418,1184,234,2
2019,328329953,2043,27,438,1343,11430,1826,8418,1184,234,3
2019,328329953,2043,27,438,1343,11430,1826,8418,1184,234,4
2019,328329953,2043,27,438,1343,11430,1826,8418,1184,234,5
2019,328329953,2043,27,438,1343,11430,1826,8418,1184,234,6
2019,328329953,2043,27,438,1343,11430,1826,8418,1184,234,7
2019,328329953,2043,27,438,1343,11430,1826,8418,1184,234,8
2019,328329953,2043,27,438,1343,11430,1826,8418,1184,234,9
2019,328329953,2043,27,438,1343,11430,1826,8418,1184,234,10
2019,328329953,2043,27,438,1343,11430,1826,8418,1184,234,11
2019,328329953,2043,27,438,1343,11430,1826,8418,1184,234,12
2020,329484123,2145,35,398,1505,10542,1691,7526,1324,206,1
2020,329484123,2145,35,398,1505,10542,1691,7526,1324,206,2
2020,329484123,2145,35,398,1505,10542,1691,7526,1324,206,3
2020,329484123,2145,35,398,1505,10542,1691,7526,1324,206,4
2020,329484123,2145,35,398,1505,10542,1691,7526,1324,206,5
2020,329484123,2145,35,398,1505,10542,1691,7526,1324,206,6
2020,329484123,2145,35,398,1505,10542,1691,7526,1324,206,7
2020,329484123,2145,35,398,1505,10542,1691,7526,1324,206,8
2020,329484123,2145,35,398,1505,10542,1691,7526,1324,206,9
2020,329484123,2145,35,398,1505,10542,1691,7526,1324,206,10
2020,329484123,2145,35,398,1505,10542,1691,7526,1324,206,11
2020,329484123,2145,35,398,1505,10542,1691,7526,1324,206,12
2021,664063108,4118,72,697,2897,19499,2882,13893,2723,451,1
2021,664063108,4118,72,697,2897,19499,2882,13893,2723,451,2
2021,664063108,4118,72,697,2897,19499,2882,13893,2723,451,3
2021,664063108,4118,72,697,2897,19499,2882,13893,2723,451,4
2021,664063108,4118,72,697,2897,19499,2882,13893,2723,451,5
2021,664063108,4118,72,697,2897,19499,2882,13893,2723,451,6
2021,664063108,4118,72,697,2897,19499,2882,13893,2723,451,7
2021,664063108,4118,72,697,2897,19499,2882,13893,2723,451,8
2021,664063108,4118,72,697,2897,19499,2882,13893,2723,451,9
2021,664063108,4118,72,697,2897,19499,2882,13893,2723,451,10
2021,664063108,4118,72,697,2897,19499,2882,13893,2723,451,11
2021,664063108,4118,72,697,2897,19499,2882,13893,2723,451,12
2022,666575114,4066,67,706,2865,20877,2882,14975,3019,427,1
2022,666575114,4066,67,706,2865,20877,2882,14975,3019,427,2
2022,666575114,4066,67,706,2865,20877,2882,14975,3019,427,3
2022,666575114,4066,67,706,2865,20877,2882,14975,3019,427,4
2022,666575114,4066,67,706,2865,20877,2882,14975,3019,427,5
2022,666575114,4066,67,706,2865,20877,2882,14975,3019,427,6
2022,666575114,4066,67,706,2865,20877,2882,14975,3019,427,7
2022,666575114,4066,67,706,2865,20877,2882,14975,3019,427,8
2022,666575114,4066,67,706,2865,20877,2882,14975,3019,427,9
2022,666575114,4066,67,706,2865,20877,2882,14975,3019,427,10
2022,666575114,4066,67,706,2865,20877,2882,14975,3019,427,11
2022,666575114,4066,67,706,2865,20877,2882,14975,3019,427,12
