Date,Open,High,Low,Close,Adj Close,Volume
2015-10-31,30.719529656802905,30.794353036319507,30.655353097354663,30.7461176479564,23.33432904411765,34600
2015-11-30,30.504750061035157,30.589050197601317,30.187400245666502,30.416950225830078,23.08451337814331,315800
2015-12-31,30.739909172058105,30.861590905623004,30.628454728560015,30.739954688332297,23.435846502130683,81400
2016-01-31,29.845263129786442,29.942157745361328,29.672421003642835,29.78763148659154,22.856862620303506,37200
2016-02-29,28.69340009689331,28.754850006103517,28.5683500289917,28.652250003814697,21.985653972625734,24300
2016-03-31,31.041954647411,31.154136484319512,30.92531819777055,31.032317941839043,23.9066425670277,201800
2016-04-30,31.998285475231352,32.062809444609144,31.756856827508834,31.85776156470889,24.679040273030598,89000
2016-05-31,32.00314276559012,32.17552366710844,31.812428610665457,31.98909550621396,24.7807803381057,83100
2016-06-30,32.27481807361949,32.39427254416726,32.184045184742324,32.32881806113503,25.138634161515668,108300
2016-07-31,34.20925045013428,34.30495052337646,33.98550014495849,34.168099594116214,26.687291812896728,1412800
2016-08-31,33.81586953868037,33.8836087765901,33.55360893581224,33.699130680250086,26.321000555287238,1214100
2016-09-30,32.86761892409552,33.07047598702567,32.58285740443638,32.809047517322355,25.74136579604376,57438500
2016-10-31,31.388095219930012,31.58857163928804,31.129428591047013,31.31904783703032,24.59125328063965,45375000
2016-11-30,29.931904838198708,30.23261896769206,29.746142977759952,29.993809472946893,23.550695056007022,52091700
2016-12-31,30.45095225742885,30.72580946059454,30.29466656276158,30.530476070585706,24.181156249273393,43564900
2017-01-31,30.89300012588501,31.0796498298645,30.741300106048584,30.91699981689453,24.721150588989257,38090300
2017-02-28,31.238421189157588,31.449684042679635,31.120157944528682,31.328947569194593,25.05054253026059,42562200
2017-03-31,31.294347845989726,31.469956605330758,31.129652355028234,31.29999990048616,25.103680403336234,54173100
2017-04-30,32.02473670557926,32.15873708223042,31.884526302939967,32.02052618327894,25.766836567928916,36392300
2017-05-31,31.671818126331676,31.844818462025035,31.535408973693848,31.70500018379905,25.512933817776766,37806900
2017-06-30,32.32136353579435,32.463227011940695,32.17286344008012,32.34136356006969,26.134315404024992,56492800
2017-07-31,32.17349996566772,32.32180061340332,32.01600008010864,32.19149971008301,26.12150020599365,36087200
2017-08-31,32.48565209430197,32.63326097571331,32.349304365075156,32.50391271839971,26.37500464397928,31226000
2017-09-30,32.719000053405765,32.852249717712404,32.559299850463866,32.70449953079223,26.641362857818603,34217700
2017-10-31,32.521818507801406,32.65050021084872,32.38013657656583,32.53318197076971,26.587924003601074,36118200
2017-11-30,33.44857134137835,33.606856936500186,33.3255235581171,33.487143198649086,27.367554165068128,37159300
2017-12-31,33.03799953460693,33.15109977722168,32.861700248718265,32.9839994430542,27.103892517089843,32062500
2018-01-31,31.96476191566104,32.108666647048224,31.752856935773575,31.925714401971724,26.37931424095517,44478000
2018-02-28,30.502105311343545,30.79584191974841,30.152473550093802,30.419999975907174,25.13518614518015,108788000
2018-03-31,30.69000007992699,30.918619065057662,30.49319049290248,30.727619171142578,25.460588909330824,109914400
2018-04-30,30.720476241338822,30.93876211983817,30.49080957685198,30.701904751005628,25.5174016498384,76180500
2018-05-31,31.09272748773748,31.279999906366523,30.936090729453348,31.139091058210894,25.880761666731402,46733800
2018-06-30,31.94095230102539,32.14423779078892,31.797523680187407,32.00285729907808,26.717789604550315,59265800
2018-07-31,32.76904751005627,32.939285641624814,32.56180953979492,32.767618815104164,27.466557094029017,56287700
2018-08-31,33.436087069304094,33.6173911716627,33.29599994161855,33.47608698969302,28.06041029225225,53328200
2018-09-30,33.303157806396484,33.45894743266859,33.10915736148232,33.26947362799393,27.97807593094675,38899000
2018-10-31,31.809130544247836,32.0833914383598,31.531304235043734,31.76173898448115,26.904497312462848,106060000
2018-11-30,33.00047629220145,33.210714249383834,32.801190149216424,33.07047625950405,28.013091586884997,87910000
2018-12-31,32.65315798709267,32.897105166786595,32.13247349387721,32.464210309480364,27.59599986829256,159212900
2019-01-31,32.10904766264416,32.40666689191546,31.928285780407133,32.26571446373349,27.652272088187082,122724200
2019-02-28,34.62263147454513,34.81078940943668,34.39163167853104,34.663684242650085,29.707372765792044,85779300
2019-03-31,35.404761904761905,35.602714356921965,35.22547549293155,35.45476205008371,30.477297737484886,93941800
2019-04-30,36.07761909848168,36.234857468377974,35.767380669003444,36.04047593616304,31.064271654401505,77910700
2019-05-31,36.200909181074664,36.45795458013361,36.01327271894975,36.23363633589311,31.230762915177777,75859400
2019-06-30,37.43449993133545,37.608499717712405,37.1720006942749,37.378500366210936,32.29351072311401,85502700
2019-07-31,37.41545434431596,37.61659102006392,37.16059095209295,37.42181760614569,32.5107533714988,91229100
2019-08-31,38.42636403170499,38.67227294228294,38.112500104037196,38.44863631508567,33.40281451832164,104678300
2019-09-30,39.35850009918213,39.55149974822998,39.09839992523193,39.337999725341795,34.25541305541992,91772200
2019-10-31,39.449130016824476,39.6238257366678,39.207174384075664,39.430000139319375,34.4847063810929,79694800
2019-11-30,38.411499977111816,38.597350120544434,38.183199882507324,38.378499603271486,33.56508312225342,69783200
2019-12-31,38.163809276762464,38.36285709199451,37.944285619826545,38.166666666666664,33.50134004865374,83224700
2020-01-31,39.16000002906436,39.376333690824964,38.95476168677921,39.19238063267299,34.64994412376767,87119800
2020-02-29,40.472104925858346,40.736473083496094,40.10526315789474,40.38421068693462,35.70364058645148,137248900
2020-03-31,32.85818169333718,33.87250033291903,31.718182043595746,32.96727241169322,29.20878791809082,334494200
2020-04-30,32.94428580147879,33.48528562273298,32.46357100350516,32.96904754638672,29.366312117803666,222683300
2020-05-31,32.75050001144409,33.0304500579834,32.324750137329104,32.695000076293944,29.122211265563966,122714000
2020-06-30,35.62636392766779,35.965681769631125,35.12290937250311,35.584999951449305,31.771492871371183,109542000
2020-07-31,35.25045464255593,35.530817898837,34.89172727411444,35.25045412236994,31.640081492337313,134155700
2020-08-31,36.059523627871556,36.28095245361328,35.7220953078497,36.03190485636393,32.34149360656738,69558700
2020-09-30,35.71142850603376,36.061381022135414,35.32257152739025,35.65904708135696,32.078204836164204,101436300
2020-10-31,35.85863650928844,36.12318177656694,35.51881824840199,35.82227290760387,32.34686998887496,84787600
2020-11-30,36.744999694824216,37.08075008392334,36.35795001983642,36.63749980926514,33.08300542831421,98335800
2020-12-31,36.439545371315695,36.672545346346766,36.16699981689453,36.41181841763583,33.03224632956765,64991700
2021-01-31,36.11473665739361,36.45026337473016,35.82236862182617,36.14842083579615,33.06420376426295,90855700
2021-02-28,38.07421051828485,38.27789467259457,37.756789558812194,38.044210735120274,34.7982436732242,67863800
2021-03-31,38.38086932638417,38.71413040161133,38.06660876066788,38.445217464281164,35.28969491046408,130128600
2021-04-30,41.28285744076683,41.500190189906526,41.0754766918364,41.36809576125372,38.21634328932989,82925800
2021-05-31,42.26490020751953,42.52759971618652,42.00519981384277,42.27550010681152,39.05461483001709,105552500
2021-06-30,44.82327287847345,45.06672737815163,44.57263617082076,44.843181956898086,41.52367054332387,94977900
2021-07-31,45.785238175165084,46.09499976748512,45.5490479242234,45.88285700480143,42.66140674409412,102931500
2021-08-31,46.66545434431596,46.877817847511984,46.40090907703746,46.67545491998846,43.398357217962094,104604300
2021-09-30,46.98047601609003,47.24042874290829,46.55466642833891,46.83761850992838,43.65113467261905,142270800
2021-10-31,46.18952396937779,46.526190439860024,45.90309542701358,46.28666687011719,43.27796536400204,135176200
2021-11-30,48.314286004929315,48.54919033958798,47.90842819213867,48.25523812430246,45.11857623145694,131676100
2021-12-31,49.579545281150125,50.02386335893111,49.29509076205167,49.708636197176844,46.64345862648704,151300000
2022-01-31,48.338500022888184,48.710249519348146,47.63020000457764,48.162000274658205,45.41705799102783,175173400
2022-02-28,45.838421068693464,46.238947215833164,45.38847391228927,45.78157926860609,43.17230626156456,125567600
2022-03-31,46.623478433360226,47.01778312351393,46.248739325481914,46.656521672787875,44.09776886649754,123881600
2022-04-30,49.179499816894534,49.58600044250488,48.67345008850098,49.09799976348877,46.56492366790771,143207600
2022-05-31,43.67238090151832,44.06409508841379,42.96990476335798,43.52285748436337,41.27741404942104,270924000
2022-06-30,41.41285687401181,41.89142862955729,40.951381138392854,41.38238107590448,39.36614499773298,154697800
2022-07-31,41.589000129699706,42.01899948120117,41.3120002746582,41.757499313354494,39.92185611724854,82316800
2022-08-31,44.147826153299086,44.38782617320185,43.766086910081945,44.00956543632176,42.07492264457371,71983400
2022-09-30,39.85904766264416,40.142095293317524,39.32723817371187,39.686190650576634,38.09624989827474,127870300
2022-10-31,35.32857168288458,35.76309549240839,34.84761919294085,35.32285690307617,34.077493031819664,175869300
2022-11-30,37.561476026262554,37.94214303152902,37.186142876034694,37.583332970028835,36.25827208019438,148770000
2022-12-31,37.88471421741304,38.19133340744745,37.48161897205171,37.82047635033017,36.66005724952335,124255500
2023-01-31,38.82349967956543,39.26820011138916,38.510200309753415,38.99450035095215,38.0468246459961,113151200
2023-02-28,39.821000149375514,40.12378953632555,39.440737071790196,39.80842128552889,38.840965471769636,108061600
2023-03-31,36.75478263523268,37.140173704727836,36.338173576023266,36.72130468617315,35.93700923090396,164054200
2023-04-30,37.13578957005551,37.41905232479698,36.83657897146124,37.15894739251388,36.513887104235195,93206000
2023-05-31,36.63068216497248,36.84545482288707,36.26431811939586,36.513181859796696,35.879331068559125,91883400
2023-06-30,36.95609501429966,37.22176215762184,36.651048024495445,37.03190467471168,36.538391294933504,96468600
2023-07-31,38.34499988555908,38.599250602722165,38.06415004730225,38.35249996185303,38.04914035797119,106696000
2023-08-31,36.941739123800524,37.17000032507855,36.71604355521824,36.942173833432406,36.649969681449555,108099400
2023-09-30,35.901000022888184,36.04099998474121,35.56689987182617,35.7290002822876,35.58387966156006,102184800
2023-10-31,33.4350001595237,33.74095465920188,33.096136353232644,33.40999967401678,33.40999967401678,172955100
2023-11-30,35.40952373686291,35.67885753086635,35.17623810541062,35.46238090878441,35.46238090878441,131813900
2023-12-31,37.90777842203776,38.305555979410805,37.70833290947808,38.17222256130643,38.17222256130643,58304648
