Date,Open,High,Low,Close,Adj Close,Volume
2011-12-31,25.572319103809114,25.6671489066266,25.42759569857983,25.528851050518927,22.60003528189152,3789200
2012-12-31,27.753839988708496,27.81209996032715,27.682720008850097,27.747819999694823,24.69285959625244,1596800
2013-12-31,32.883908763764396,32.94299607806735,32.8097421025473,32.87650798615955,29.678053409334215,837200
2014-12-31,39.34954369257367,39.44918653700087,39.20196443890769,39.30676591963995,35.60222058069138,1257200
2015-12-31,46.50103172423348,46.68557530357724,46.20684517754449,46.422599111284526,42.89231769622318,1548600
2016-12-31,46.38642856052944,46.612777755374,46.09349206894163,46.36388895246718,45.86772909618559,3878100
2017-12-31,59.38625498311928,59.642709253318756,59.05131474529129,59.36988046349757,58.82211072701382,4737100
2018-12-31,75.90605554162744,76.42792808867071,75.21358552302023,75.84772903320798,75.7105707723306,21786400
2019-12-31,79.2250791579958,79.75107138497489,78.65865068587046,79.26575409419952,79.21830183362204,13012800
2020-12-31,91.24316204206745,92.06766801012364,90.29430802537519,91.25533585680333,91.21949657998066,9434700
2021-12-31,123.15460329207163,124.00019842480856,122.06833324735126,123.03968278188555,122.99143373398553,9828000
2022-12-31,95.30705209557279,96.43330687260723,94.1345017269788,95.31031890504389,95.28838129537515,8968000
2023-12-31,90.98038641151022,91.64990330203143,90.26507221903778,90.9413524756685,90.9413524756685,13884500
