Date,Open,High,Low,Close,Adj Close,Volume
2011-10-31,122.77062463760376,123.94000005722046,121.7662501335144,123.01562643051147,98.23232889175415,4042221000
2011-11-30,123.03952353341239,123.97333344959077,121.81428527832031,122.96238163539341,98.18980553036644,5013586000
2011-12-31,124.77666582380023,125.45428575788226,123.701905750093,124.51428585960751,99.72920408703033,3848636100
2012-01-31,129.84199981689454,130.44799880981446,129.2139991760254,130.05950050354005,104.51578407287597,2883821400
2012-02-29,135.275,135.79900054931642,134.75500030517577,135.46049957275392,108.85602416992188,2894582000
2012-03-31,138.91182015158913,139.42727314342153,138.39590870250356,139.0931819568981,112.02255526455966,3057516200
2012-04-30,138.67649993896484,139.38349990844728,138.03749923706056,138.69599838256835,111.94452857971191,3035644100
2012-05-31,134.59409054842862,135.43591031161222,133.60681984641334,134.41863805597478,108.49216773293234,4004156100
2012-06-30,132.46714310418992,133.37190537225632,131.52238028390067,132.53809683663505,107.26728057861328,3644886200
2012-07-31,135.8990478515625,136.6490478515625,135.12571498325892,136.03142729259673,110.36277625674293,2864743300
2012-08-31,140.6208668584409,141.15521770974865,140.06043342922044,140.70347794242528,114.15323108175527,2413590900
2012-09-30,144.59894682231703,145.26842057077508,144.08157910798727,144.73526322214227,117.62197394120066,2391233500
2012-10-31,144.14476231166296,144.59761846633185,143.2547621954055,143.8376195998419,117.31890614827473,2719915500
2012-11-30,139.80285571870348,140.58714149111793,138.92238071986608,139.78142874581474,114.01055145263672,3032769100
2012-12-31,142.51399993896484,143.25250015258788,141.86299896240234,142.60899963378907,116.56291809082032,2889875900
2013-01-31,147.66523815336683,148.17619178408668,147.24380638485863,147.89666820707777,121.48517971947079,2587140200
2013-02-28,151.36842185572573,152.03052560906661,150.6389473362973,151.34368494937294,124.31661947149979,2581459300
2013-03-31,154.91949920654298,155.5269989013672,154.40500106811524,155.17199935913087,127.74532699584961,2330972300
2013-04-30,156.88318009810015,157.5790925459428,156.10545418479225,156.9804555719549,129.52028135819867,2907035000
2013-05-31,164.00090928511187,164.89590939608487,163.35136344216087,164.18954398415306,135.46829986572266,2781596000
2013-06-30,162.417000579834,163.3375,161.18050079345704,162.15600128173827,133.99922714233398,3533321800
2013-07-31,166.68272677334872,167.28318231756037,166.03954592618075,166.76545437899503,138.32166706431997,2330904500
2013-08-31,167.29772671786222,167.96318192915484,166.64181865345347,167.2113633589311,138.69152138449928,2283131700
2013-09-30,168.9184997558594,169.54249877929686,168.24850006103514,168.96699905395508,140.38741912841797,2226749600
2013-10-31,171.5726079526155,172.4330424433169,170.9869557256284,171.92391105320144,143.2953590724779,2901739000
2013-11-30,178.4279998779297,179.10649871826172,177.8224998474121,178.58750076293944,148.8493453979492,1930952900
2013-12-31,180.95761907668341,181.50904773530505,180.35047767275856,181.01428585960753,151.14853704543341,2232775900
2014-01-31,182.31047566731772,182.86047726585753,181.32857186453683,182.0490468343099,152.55826023646765,2530650900
2014-02-28,181.46631421540914,182.5910516036184,180.74526335063734,181.83894749691612,152.38219251130758,2394184600
2014-03-31,186.78523835681733,187.48047819591704,185.7480941045852,186.5547608875093,156.5630347842262,2554084300
2014-04-30,186.50571477980841,187.13952273414247,185.33142816452752,186.307618640718,156.81604076567152,2345902000
2014-05-31,189.0133325485956,189.6471434093657,188.33428519112724,189.17523847307478,159.22972542898995,1781093800
2014-06-30,194.6490463983445,195.2357148670015,194.14857119605654,194.92523847307478,164.33247811453683,1675047300
2014-07-31,197.31954470547763,197.82727258855647,196.57272685657847,197.17545387961647,166.75880570845172,1893710200
2014-08-31,196.17476109095983,196.90047563825334,195.51762026832216,196.35142880394346,166.06189982096353,1829885000
2014-09-30,199.5885714576358,200.2923816499256,198.67047700427827,199.5280950637091,169.0471380324591,2106462700
2014-10-31,193.54956452742866,194.92434825067934,192.1730439559273,193.61478324558425,164.51284591011378,3943068000
2014-11-30,204.4889470150596,205.0431574771279,203.90999964663857,204.67526245117188,173.91083807694284,1571091800
2014-12-31,205.6854546286843,207.06681754372337,204.78045446222478,205.61454564874822,175.06275246360084,3045171000
2015-01-31,202.97649993896485,204.07300033569337,201.13800125122071,202.58250045776367,173.08266220092773,3183506000
2015-02-28,207.7400006745991,208.73263389185854,207.05842028166117,208.3005266691509,177.96803685238487,1901638100
2015-03-31,208.16318303888494,209.15045443448153,207.19272752241656,208.1477286598899,178.12537384033203,2749923000
2015-04-30,209.16095188685827,210.06999860491072,208.3228570847284,209.31571451822916,179.63367571149553,2036685200
2015-05-31,211.40450057983398,212.1520004272461,210.60000076293946,211.36150054931642,181.3893684387207,1892519900
2015-06-30,210.4072723388672,211.1695466475053,209.42227311567828,210.145000110973,180.66341330788353,2535242600
2015-07-31,209.39136227694425,210.07090828635475,208.3081817626953,209.29090811989525,180.48606525767934,2452758000
2015-08-31,204.59571329752603,206.13380722772507,202.61095028831846,204.2819061279297,176.1664566766648,3734926900
2015-09-30,194.84761991954986,196.1895250592913,193.2914290655227,194.64000011625745,168.2215336390904,3279512900
2015-10-31,201.73227275501597,202.97636205499822,200.88045571067116,202.3831821788441,175.43640275435015,2536184400
2015-11-30,208.2340003967285,209.19400024414062,207.33350067138673,208.36849975585938,180.62479629516602,1924512800
2015-12-31,205.80181884765625,206.92954462224787,204.3399984186346,205.58863483775747,178.6463817249645,2924882300
2016-01-31,191.95947506553247,193.40420933773643,189.6947390907689,191.64368478875411,167.11554115696958,3712950900
2016-02-29,190.43250198364257,191.73699951171875,188.9484992980957,190.57549972534179,166.18407669067383,2920730800
2016-03-31,201.62909143621272,202.84227336536753,200.94181962446734,202.2940902709961,176.77894661643288,2323306500
2016-04-30,207.15047636486236,208.1133342924572,206.28476097470238,207.32380966913132,181.7212393624442,1910635600
2016-05-31,206.49857221330916,207.42476254417784,205.7009524390811,206.66666666666666,181.1452404203869,1828530900
2016-06-30,208.17545387961647,209.41363594748756,207.36136280406606,208.43272816051137,183.1208260276101,2612406900
2016-07-31,214.4220001220703,215.11650009155272,213.6870002746582,214.61999969482423,189.09469451904297,1648453700
2016-08-31,217.84825930388078,218.39391227390456,217.1334805695907,217.8756514839504,191.96313542905062,1519703200
2016-09-30,215.68095179966517,216.6009506952195,214.67142886207216,215.72428458077567,190.5692124139695,2292393000
2016-10-31,214.42714364188058,214.91095188685827,213.45523870558966,214.07761855352493,189.56958661760603,1725687400
2016-11-30,216.29952421642486,217.34952436174666,215.52190508161272,216.6671425955636,191.86266581217447,2073824400
2016-12-31,224.63095238095238,225.33238074893043,223.9471421014695,224.63285682314918,199.47626459030877,1821910200
2017-01-31,226.93199768066407,227.5065010070801,226.20849990844727,227.069002532959,202.25884704589845,1482408500
2017-02-28,232.3989482678865,233.19421065481086,231.98473799856086,232.87789515445107,207.43304443359375,1365136600
2017-03-31,236.55217311693275,237.2839136538298,235.7652176566746,236.54956452742866,211.13926696777344,1921474100
2017-04-30,235.67420959472656,236.36157869037828,234.7426300048828,235.56736755371094,210.74150808233964,1549613700
2017-05-31,239.5540903264826,240.04545454545453,238.85545349121094,239.52681870894,214.28368377685547,1492547000
2017-06-30,243.36954567649147,243.9290910200639,242.4959092573686,243.27227436412466,218.16397927024147,1572753000
2017-07-31,244.9650001525879,245.44199981689454,244.31799926757813,245.0450012207031,220.28936309814452,1055908800
2017-08-31,245.6773913839589,246.38304337211278,244.9230426290761,245.63260882833728,220.8176090406335,1557031500
2017-09-30,248.94099960327148,249.41050186157227,248.41400070190429,249.05899963378906,224.5107177734375,1286405100
2017-10-31,255.0895468971946,255.589091907848,254.5459081476385,255.23272427645597,230.58657282049006,1320624600
2017-11-30,258.9090488978795,259.6619059244792,258.3704746791295,259.2680940173921,234.2322809128534,1365620900
2017-12-31,266.54750061035156,266.97950134277346,265.5490036010742,266.16750183105466,241.08268280029296,1715222900
2018-01-31,277.92047700427827,279.0504746210007,277.0199977329799,278.3047616141183,252.71585954938615,1985506700
2018-02-28,270.7573675858347,273.3810553299753,267.82841973555713,270.2368388928865,245.38976568924753,2923722000
2018-03-31,270.5990498860677,272.31666782924106,268.1795218331473,269.9819030761719,245.61831665039062,2323561800
2018-04-30,265.30238124302457,266.82857404436385,263.1204783121745,264.8628583635603,241.47315034412202,1998466500
